titre,description,genre
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
Le Sorceleur,"Geralt de Riv, un chasseur de monstres, affronte des créatures magiques et des dilemmes moraux.",Fantasy
Le Nom du vent,"Kvothe, un héros légendaire, raconte son passé d’orphelin, de musicien et de magicien.",Fantasy
La Belgariade,Un jeune paysan découvre ses pouvoirs et part sauver le monde d'une ancienne prophétie.,Fantasy
Le Seigneur des Anneaux,"Une quête pour détruire un anneau magique dans un monde peuplé d’elfes, de hobbits et de magiciens.",Fantasy
Harry Potter à l'école des sorciers,"Un jeune sorcier découvre ses pouvoirs et entre à Poudlard, une école de magie.",Fantasy
Eragon,Un jeune garçon découvre qu’il est destiné à devenir dragonnier et affronter un empire maléfique.,Fantasy
Le Trône de fer,Une lutte de pouvoir sanglante pour le trône de Westeros dans un univers médiéval et magique.,Fantasy
Les Chroniques de Narnia,Des enfants découvrent un monde magique derrière une armoire et se battent contre les forces du mal.,Fantasy
À la croisée des mondes,"Lyra, une jeune fille, parcourt des mondes parallèles pour sauver son ami et découvrir une vérité cachée.",Fantasy
L'Assassin Royal,"FitzChevalerie, bâtard royal, devient assassin pour le trône et affronte des forces obscures.",Fantasy
